member_id,signup_date,churn,outreach
2592,2024-05-20,1,1
2593,2024-03-23,0,0
2594,2024-06-25,0,1
2595,2024-07-16,0,0
2596,2025-02-24,1,0
2597,2025-02-04,0,0
2598,2025-04-15,1,0
2599,2024-08-05,0,1
2600,2024-06-23,1,0
2601,2024-01-23,0,0
2602,2024-08-22,0,1
2603,2024-01-13,0,1
2604,2024-04-10,0,0
2605,2025-03-27,0,1
2606,2025-03-06,0,0
2607,2024-10-19,1,0
2608,2024-04-10,0,1
2609,2025-05-16,0,0
2610,2024-10-30,1,1
2611,2024-12-20,0,1
2612,2024-10-29,0,0
2613,2025-05-10,1,1
2614,2024-08-14,0,1
2615,2024-08-23,0,0
2616,2025-03-30,0,1
2617,2024-01-13,0,0
2618,2024-07-28,0,0
2619,2025-01-31,1,0
2620,2024-04-09,0,0
2621,2024-01-31,0,1
2622,2024-11-24,0,1
2623,2024-06-14,0,0
2624,2025-04-03,0,0
2625,2024-04-09,0,0
2626,2024-06-21,1,1
2627,2024-06-10,1,1
2628,2024-09-19,0,1
2629,2024-09-30,1,0
2630,2024-01-03,1,0
2631,2024-01-28,0,0
2632,2024-11-21,0,0
2633,2024-05-28,0,1
2634,2025-05-02,0,0
2635,2025-03-13,0,1
2636,2024-03-05,0,0
2637,2024-12-21,1,0
2638,2024-09-08,0,0
2639,2024-08-22,1,0
2640,2024-08-14,0,0
2641,2024-11-08,0,1
2642,2024-02-18,0,1
2643,2024-04-27,0,0
2644,2024-02-23,0,0
2645,2024-02-13,0,1
2646,2024-02-22,0,0
2647,2024-04-11,0,0
2648,2025-02-01,0,0
2649,2024-05-17,0,0
2650,2025-01-21,0,1
2651,2024-04-20,1,0
2652,2024-01-17,0,0
2653,2024-06-30,0,0
2654,2024-06-19,0,0
2655,2025-02-12,0,0
2656,2025-01-12,0,0
2657,2024-07-06,0,0
2658,2024-08-17,1,0
2659,2024-04-28,1,1
2660,2024-06-04,0,1
2661,2025-04-09,0,1
2662,2024-04-13,0,0
2663,2025-05-16,0,1
2664,2024-06-23,0,0
2665,2025-02-24,0,0
2666,2024-05-13,0,0
2667,2025-01-25,1,1
2668,2025-05-15,0,1
2669,2024-02-02,0,0
2670,2024-02-24,0,1
2671,2024-01-12,0,0
2672,2025-01-07,0,0
2673,2025-04-28,0,0
2674,2024-08-15,0,1
2675,2024-11-02,0,0
2676,2025-04-01,0,0
2677,2024-06-08,0,0
2678,2024-11-26,0,1
2679,2024-08-12,0,0
2680,2025-05-18,0,0
2681,2025-03-31,0,0
2682,2024-02-14,1,0
2683,2024-08-01,0,1
2684,2024-02-28,0,0
2685,2024-07-13,0,0
2686,2025-05-03,1,0
2687,2024-06-05,0,0
2688,2024-08-13,0,0
2689,2025-02-15,1,1
2690,2024-07-23,0,0
2691,2024-03-19,0,0
2692,2024-05-03,0,0
2693,2025-04-15,0,1
2694,2024-08-05,0,1
2695,2025-05-30,0,0
2696,2024-04-13,0,1
2697,2025-01-27,0,0
2698,2025-03-09,0,0
2699,2024-11-26,0,0
2700,2024-05-22,0,0
2701,2024-10-04,0,0
2702,2024-08-20,0,0
2703,2024-03-30,0,0
2704,2025-05-06,0,0
2705,2024-07-17,0,1
2706,2024-12-27,1,1
2707,2025-03-16,0,0
2708,2024-01-26,0,1
2709,2024-01-25,0,1
2710,2025-01-28,0,0
2711,2025-05-21,1,0
2712,2024-10-27,0,1
2713,2024-12-04,0,1
2714,2024-09-23,1,0
2715,2025-04-05,0,0
2716,2025-03-31,0,0
2717,2024-12-25,0,0
2718,2024-03-08,0,1
2719,2025-02-15,0,0
2720,2025-05-05,0,1
2721,2024-02-18,0,0
2722,2024-04-11,0,0
2723,2024-08-03,0,0
2724,2025-03-13,0,1
2725,2024-06-07,0,0
2726,2025-05-03,0,1
2727,2024-08-29,0,0
2728,2024-01-05,0,0
2729,2024-12-26,0,0
2730,2025-04-03,0,1
2731,2024-09-04,0,1
2732,2025-02-25,0,1
2733,2024-01-15,1,0
2734,2024-05-01,0,0
2735,2024-10-03,0,0
2736,2025-03-28,1,1
2737,2025-01-24,0,0
2738,2024-10-20,0,0
2739,2025-03-21,0,0
2740,2024-07-28,1,1
2741,2024-10-28,0,0
2742,2024-08-10,0,1
2743,2024-01-03,0,1
2744,2024-04-02,0,1
2745,2025-03-03,1,0
2746,2025-05-07,1,1
2747,2024-08-22,0,0
2748,2024-06-09,0,0
2749,2024-11-26,0,0
2750,2024-11-28,0,0
2751,2024-02-19,0,0
2752,2025-05-06,0,0
2753,2024-09-28,0,1
2754,2024-09-08,0,0
2755,2024-03-30,0,0
2756,2025-03-21,0,1
2757,2024-11-27,0,0
2758,2024-05-18,0,0
2759,2024-12-22,0,0
2760,2024-09-30,0,1
2761,2024-01-19,0,1
2762,2024-11-06,0,1
2763,2024-06-02,1,0
2764,2025-01-24,0,0
2765,2024-09-16,0,0
2766,2024-05-04,0,1
2767,2024-12-19,1,1
2768,2024-09-29,0,1
2769,2024-09-01,0,1
2770,2025-03-25,0,0
2771,2024-09-03,1,0
2772,2024-05-20,0,0
2773,2024-12-27,0,0
2774,2024-01-08,0,1
2775,2025-04-22,0,0
2776,2024-12-17,0,0
2777,2025-05-09,0,1
2778,2025-03-02,0,0
2779,2024-02-08,0,0
2780,2024-07-05,0,0
2781,2024-04-02,1,0
2782,2024-03-26,0,0
2783,2024-02-13,0,0
2784,2024-05-16,0,0
2785,2025-02-24,0,1
2786,2024-03-14,0,0
2787,2025-05-26,0,1
2788,2024-06-04,0,0
2789,2024-09-11,0,0
2790,2024-06-19,0,1
2791,2024-06-18,0,0
2792,2024-11-17,0,1
2793,2025-03-31,0,0
2794,2024-06-03,0,0
2795,2024-12-14,0,0
2796,2025-03-26,0,1
2797,2024-06-21,1,0
2798,2024-01-10,0,0
2799,2024-09-21,0,1
2800,2025-03-13,0,1
2801,2024-09-03,1,1
2802,2025-05-13,1,1
2803,2024-05-08,0,0
2804,2024-11-22,0,0
2805,2025-02-07,0,1
2806,2024-12-24,0,0
2807,2024-01-17,0,1
2808,2024-09-30,0,0
2809,2024-04-25,0,1
2810,2024-03-31,0,1
2811,2024-03-22,0,1
2812,2024-11-19,0,0
2813,2024-04-23,0,1
2814,2024-02-27,1,1
2815,2024-06-02,0,1
2816,2025-02-07,0,1
2817,2024-09-22,0,1
2818,2024-11-10,0,1
2819,2024-02-10,0,1
2820,2024-04-14,0,0
2821,2024-07-11,1,1
2822,2025-02-04,0,0
2823,2024-10-04,0,1
2824,2024-12-19,0,1
2825,2024-09-12,0,0
2826,2024-04-08,0,0
2827,2024-10-08,0,0
2828,2025-02-06,1,0
2829,2024-04-18,0,1
2830,2024-07-17,0,1
2831,2024-10-29,0,0
2832,2024-11-22,0,1
2833,2024-06-02,0,0
2834,2025-02-08,0,1
2835,2025-04-06,1,0
2836,2024-05-11,0,1
2837,2024-03-24,1,0
2838,2025-02-02,0,1
2839,2024-04-18,1,1
2840,2024-08-08,0,0
2841,2025-01-02,0,0
2842,2024-05-26,1,1
2843,2024-04-21,0,0
2844,2025-05-08,0,1
2845,2025-05-19,0,0
2846,2025-04-19,0,0
2847,2024-09-27,0,0
2848,2025-02-24,0,1
2849,2025-01-01,1,1
2850,2024-10-06,0,0
2851,2024-10-09,0,0
2852,2024-02-09,0,0
2853,2024-07-07,0,1
2854,2024-06-12,0,0
2855,2024-01-04,0,1
2856,2024-10-16,0,1
2857,2025-03-08,0,0
2858,2025-04-15,1,0
2859,2024-06-29,0,0
2860,2024-09-04,1,0
2861,2024-10-05,0,1
2862,2024-09-10,0,1
2863,2024-06-29,0,1
2864,2025-05-23,0,0
2865,2024-11-21,0,0
2866,2024-12-22,0,0
2867,2025-01-25,0,0
2868,2024-03-25,0,1
2869,2024-11-12,0,0
2870,2024-07-30,0,0
2871,2025-05-29,1,0
2872,2025-01-18,0,1
2873,2024-12-07,0,0
2874,2024-02-07,0,0
2875,2025-05-25,1,1
2876,2025-02-23,1,1
2877,2024-06-17,1,0
2878,2024-12-08,1,0
2879,2024-11-01,1,0
2880,2024-04-21,0,0
2881,2025-02-14,0,1
2882,2024-07-24,1,1
2883,2024-07-03,0,0
2884,2025-01-16,0,0
2885,2025-05-10,1,0
2886,2025-01-13,0,0
2887,2024-02-16,0,0
2888,2025-05-18,0,1
2889,2024-01-22,0,1
2890,2024-07-31,0,0
2891,2024-11-05,0,1
2892,2024-09-28,0,0
2893,2024-07-20,0,0
2894,2024-02-01,0,1
2895,2025-03-18,0,0
2896,2024-06-10,0,0
2897,2024-09-10,0,0
2898,2025-04-24,1,0
2899,2024-01-10,0,0
2900,2025-05-19,1,1
2901,2025-03-11,0,0
2902,2024-04-20,0,0
2903,2024-06-01,1,0
2904,2024-04-11,0,1
2905,2024-07-09,0,1
2906,2024-03-21,0,0
2907,2025-05-03,0,1
2908,2024-03-28,0,0
2909,2024-07-12,0,1
2910,2024-04-13,0,1
2911,2024-04-05,1,0
2912,2025-02-26,1,0
2913,2024-07-16,0,1
2914,2024-01-01,0,1
2915,2025-02-10,0,0
2916,2025-01-12,0,0
2917,2024-06-15,1,0
2918,2025-05-23,0,0
2919,2024-11-08,1,0
2920,2025-02-21,0,0
2921,2025-04-21,1,0
2922,2024-03-13,0,0
2923,2024-05-20,0,0
2924,2024-09-18,0,1
2925,2024-12-05,1,0
2926,2024-11-03,0,0
2927,2024-09-01,1,0
2928,2025-05-29,0,0
2929,2024-12-02,0,1
2930,2024-03-16,1,0
2931,2024-06-23,0,0
2932,2024-04-18,0,0
2933,2024-07-01,0,0
2934,2024-07-10,0,1
2935,2024-03-05,0,1
2936,2025-04-18,0,0
2937,2024-04-09,0,0
2938,2024-05-07,0,0
2939,2025-03-27,0,0
2940,2025-01-03,0,0
2941,2024-02-12,0,0
2942,2025-02-22,0,0
2943,2025-05-02,0,1
2944,2024-03-18,1,0
2945,2024-09-26,0,0
2946,2024-11-10,1,0
2947,2024-06-16,0,0
2948,2024-12-04,0,0
2949,2024-07-11,0,0
2950,2025-03-28,0,1
2951,2024-10-09,1,1
2952,2024-12-01,0,1
2953,2025-01-24,1,1
2954,2024-08-27,1,0
2955,2025-04-27,1,0
2956,2025-04-02,0,1
2957,2024-03-29,0,0
2958,2024-04-04,0,1
2959,2025-03-27,0,1
2960,2025-03-03,0,1
2961,2024-05-30,0,0
2962,2025-05-28,1,0
2963,2025-01-10,0,0
2964,2024-01-22,1,0
2965,2024-11-08,0,1
2966,2024-07-24,0,0
2967,2025-01-09,0,0
2968,2025-03-26,0,0
2969,2024-06-27,0,1
2970,2024-07-28,0,1
2971,2025-05-14,0,1
2972,2025-04-08,0,1
2973,2024-05-03,0,0
2974,2024-04-22,0,0
2975,2024-01-12,0,0
2976,2024-05-05,1,0
2977,2024-11-26,0,1
2978,2024-10-09,0,0
2979,2024-05-19,0,0
2980,2025-02-04,0,1
2981,2024-04-06,0,1
2982,2025-05-31,0,0
2983,2024-03-09,0,1
2984,2024-04-27,0,1
2985,2024-02-28,0,0
2986,2024-02-02,1,0
2987,2024-11-13,0,1
2988,2024-02-19,1,0
2989,2025-05-03,0,0
2990,2024-01-19,0,0
2991,2024-07-15,0,1
2992,2025-03-25,0,1
2993,2025-03-27,0,0
2994,2024-10-15,0,1
2995,2024-05-20,0,0
2996,2024-03-24,0,0
2997,2025-01-25,0,1
2998,2024-08-02,1,1
2999,2024-08-02,0,0
3000,2025-02-06,0,0
3001,2024-05-07,0,1
3002,2025-04-21,0,0
3003,2025-02-07,0,1
3004,2024-01-29,0,1
3005,2024-12-03,0,1
3006,2024-12-26,0,0
3007,2025-01-26,0,1
3008,2024-08-05,0,1
3009,2024-07-20,0,0
3010,2024-01-17,0,0
3011,2024-11-17,0,1
3012,2024-11-20,1,1
3013,2025-02-15,0,1
3014,2024-11-13,0,0
3015,2024-03-22,0,0
3016,2025-04-18,0,0
3017,2025-04-12,0,0
3018,2025-02-28,0,1
3019,2024-07-22,0,0
3020,2025-01-21,0,0
3021,2024-04-07,0,0
3022,2024-12-10,0,1
3023,2024-07-26,0,1
3024,2025-05-28,1,1
3025,2024-06-14,0,0
3026,2024-01-22,0,0
3027,2024-06-02,0,1
3028,2025-03-14,0,1
3029,2024-10-21,0,0
3030,2024-08-06,0,0
3031,2025-05-09,0,1
3032,2024-08-17,1,0
3033,2024-01-20,0,0
3034,2024-05-27,0,1
3035,2024-04-17,0,0
3036,2025-02-06,0,0
3037,2025-04-27,0,1
3038,2025-01-01,1,0
3039,2025-02-17,0,0
3040,2024-11-04,0,0
3041,2024-05-13,1,1
3042,2024-10-09,0,1
3043,2024-03-13,0,1
3044,2025-04-25,0,0
3045,2024-12-17,0,1
3046,2024-11-21,0,1
3047,2025-03-18,1,0
3048,2024-04-09,0,1
3049,2024-02-28,0,1
3050,2025-05-22,1,0
3051,2024-09-14,0,0
3052,2025-02-16,0,1
3053,2025-03-27,0,1
3054,2024-03-05,0,0
3055,2024-06-02,1,0
3056,2024-09-22,0,0
3057,2024-03-19,0,1
3058,2024-11-10,0,0
3059,2024-09-04,0,0
3060,2025-02-17,0,0
3061,2024-01-25,0,1
3062,2024-10-10,0,1
3063,2025-03-24,0,0
3064,2024-10-27,0,1
3065,2024-03-08,0,0
3066,2024-01-07,0,0
3067,2024-05-16,0,1
3068,2024-06-12,0,1
3069,2024-03-23,0,1
3070,2025-02-23,0,0
3071,2024-03-13,0,1
3072,2024-08-24,0,1
3073,2024-02-15,0,1
3074,2024-09-18,1,0
3075,2024-06-24,0,1
3076,2024-06-14,1,1
3077,2025-01-04,0,0
3078,2024-02-23,0,0
3079,2025-02-22,0,1
3080,2025-05-21,1,0
3081,2024-12-06,0,1
3082,2024-05-06,0,0
3083,2025-02-12,0,0
3084,2025-01-01,0,1
3085,2024-09-27,0,1
3086,2025-01-13,1,1
3087,2024-03-13,0,1
3088,2024-09-04,1,0
3089,2024-02-12,1,1
3090,2025-01-11,0,0
3091,2024-02-10,0,0
3092,2024-06-18,0,0
3093,2024-07-30,1,0
3094,2025-05-07,0,0
3095,2024-02-08,0,1
3096,2025-01-03,0,1
3097,2024-05-30,0,0
3098,2024-04-20,0,1
3099,2025-04-24,0,1
3100,2025-03-11,0,0
3101,2024-02-16,0,0
3102,2024-12-31,0,0
3103,2024-03-09,0,0
3104,2024-10-25,0,1
3105,2024-10-22,0,1
3106,2024-07-21,0,1
3107,2024-03-01,0,0
3108,2024-11-09,0,0
3109,2024-06-09,0,1
3110,2024-11-26,0,0
3111,2024-12-03,0,1
3112,2024-10-30,0,1
3113,2025-05-17,1,0
3114,2024-12-03,1,0
3115,2024-10-01,0,0
3116,2024-06-12,0,0
3117,2025-03-18,0,1
3118,2024-11-14,0,1
3119,2025-05-18,0,1
3120,2025-01-21,1,0
3121,2025-05-08,0,0
3122,2025-05-04,0,0
3123,2024-03-13,0,0
3124,2025-05-23,1,0
3125,2025-01-24,0,0
3126,2024-10-21,0,0
3127,2025-01-03,1,0
3128,2024-07-05,0,0
3129,2025-03-20,0,1
3130,2024-12-28,0,0
3131,2024-05-02,0,0
3132,2024-07-06,0,0
3133,2025-02-23,0,0
3134,2024-09-08,0,1
3135,2024-11-30,0,1
3136,2024-04-01,0,1
3137,2024-03-03,0,0
3138,2025-05-26,0,1
3139,2024-05-18,1,0
3140,2024-07-03,0,1
3141,2024-07-23,1,1
3142,2024-08-01,0,0
3143,2024-09-12,0,0
3144,2024-05-14,0,1
3145,2024-03-28,0,0
3146,2024-07-25,0,0
3147,2024-05-08,0,1
3148,2024-01-03,0,0
3149,2024-04-30,0,0
3150,2025-01-19,0,0
3151,2024-02-07,0,0
3152,2024-12-06,0,1
3153,2024-01-21,0,0
3154,2024-08-29,1,0
3155,2025-03-30,0,1
3156,2024-10-29,0,0
3157,2024-03-09,0,1
3158,2024-05-08,0,0
3159,2024-07-14,0,0
3160,2024-05-19,0,1
3161,2025-03-19,1,0
3162,2024-10-09,0,0
3163,2024-11-07,0,0
3164,2024-10-03,1,0
3165,2024-03-01,0,0
3166,2024-11-14,0,0
3167,2024-02-21,1,0
3168,2024-06-01,0,0
3169,2024-11-06,0,0
3170,2025-01-23,0,1
3171,2024-06-25,1,1
3172,2024-12-27,0,1
3173,2024-11-09,0,1
3174,2024-04-06,1,1
3175,2024-07-31,0,1
3176,2024-05-16,1,0
3177,2024-01-06,0,0
3178,2024-04-18,0,1
3179,2024-02-08,0,0
3180,2025-02-28,0,1
3181,2024-09-17,1,0
3182,2025-03-01,0,0
3183,2024-03-27,0,0
3184,2025-04-09,0,1
3185,2024-03-16,0,0
3186,2025-04-15,1,0
3187,2025-02-17,0,0
3188,2025-04-01,0,0
3189,2024-10-11,0,0
3190,2024-08-26,0,1
3191,2025-01-06,1,1
3192,2025-05-09,0,0
3193,2024-02-14,0,1
3194,2025-02-04,1,0
3195,2024-09-03,0,0
3196,2025-03-25,0,1
3197,2025-04-29,0,0
3198,2024-01-18,0,0
3199,2024-10-15,1,1
3200,2025-02-17,0,0
3201,2024-08-22,0,1
3202,2025-02-19,0,1
3203,2025-05-13,0,1
3204,2024-04-24,0,1
3205,2024-08-21,0,0
3206,2024-01-11,0,0
3207,2024-07-24,0,0
3208,2024-09-03,0,0
3209,2024-05-06,0,0
3210,2024-05-26,0,0
3211,2024-04-27,0,1
3212,2025-01-16,0,0
3213,2025-02-15,0,1
3214,2024-12-28,0,0
3215,2025-05-23,0,0
3216,2024-05-16,0,0
3217,2024-06-23,1,0
3218,2024-10-15,0,0
3219,2025-04-25,1,1
3220,2024-01-19,1,1
3221,2024-07-13,0,0
3222,2024-11-25,1,0
3223,2024-06-23,1,0
3224,2025-03-24,0,1
3225,2024-12-19,0,0
3226,2025-05-13,0,1
3227,2024-05-20,0,0
3228,2024-04-02,0,1
3229,2024-08-26,0,0
3230,2024-07-23,0,0
3231,2025-03-08,0,0
3232,2024-09-01,0,0
3233,2024-11-12,0,0
3234,2024-10-21,0,0
3235,2024-10-08,0,0
3236,2024-01-17,0,0
3237,2024-03-11,0,0
3238,2024-09-25,0,0
3239,2024-11-20,1,0
3240,2024-10-31,0,0
3241,2025-03-26,0,1
3242,2024-01-07,0,1
3243,2024-11-09,1,0
3244,2024-04-12,1,0
3245,2024-07-11,0,0
3246,2024-06-19,1,1
3247,2024-09-07,0,1
3248,2025-01-21,0,0
3249,2024-07-25,1,0
3250,2025-02-19,0,0
3251,2025-01-14,0,1
3252,2024-05-23,0,1
3253,2024-01-25,0,1
3254,2024-03-13,0,0
3255,2024-04-02,0,1
3256,2025-05-19,1,0
3257,2024-12-01,0,0
3258,2025-02-28,0,1
3259,2025-05-13,0,1
3260,2024-12-29,0,0
3261,2024-07-17,1,0
3262,2025-02-16,0,0
3263,2024-12-04,0,1
3264,2025-03-04,1,0
3265,2024-05-18,0,0
3266,2024-02-26,0,1
3267,2024-08-19,0,0
3268,2025-03-10,0,0
3269,2025-01-18,0,1
3270,2024-07-12,0,0
3271,2024-07-03,0,1
3272,2024-10-18,0,0
3273,2024-11-30,0,1
3274,2024-04-25,1,0
3275,2024-02-18,0,0
3276,2024-03-22,0,0
3277,2024-11-28,0,0
3278,2024-11-30,0,0
3279,2024-08-08,0,0
3280,2024-11-18,0,0
3281,2024-01-03,0,0
3282,2024-07-24,1,1
3283,2024-02-09,0,0
3284,2024-02-28,0,0
3285,2025-05-21,0,1
3286,2024-05-01,0,1
3287,2025-04-23,0,0
3288,2024-04-05,0,1
3289,2025-02-17,0,0
3290,2024-08-22,0,0
3291,2024-03-02,0,1
3292,2024-09-12,0,0
3293,2024-12-13,0,1
3294,2024-05-03,0,0
3295,2025-04-26,0,0
3296,2024-11-12,0,1
3297,2025-05-18,0,0
3298,2024-02-17,0,0
3299,2025-02-12,0,0
3300,2024-05-15,0,0
3301,2024-07-19,0,0
3302,2024-09-06,0,1
3303,2024-11-09,0,1
3304,2025-01-02,0,1
3305,2025-03-04,0,1
3306,2025-04-24,1,1
3307,2024-11-09,0,1
3308,2025-05-14,1,1
3309,2024-12-20,0,0
3310,2025-04-29,0,1
3311,2024-07-29,0,0
3312,2024-02-13,0,1
3313,2024-04-01,0,0
3314,2024-09-21,0,0
3315,2024-08-07,0,0
3316,2025-03-17,1,0
3317,2025-02-04,0,1
3318,2025-02-03,0,0
3319,2025-05-04,0,0
3320,2025-04-29,0,0
3321,2025-04-14,0,0
3322,2025-03-20,0,0
3323,2024-09-25,1,0
3324,2024-09-23,0,1
3325,2024-02-23,0,0
3326,2024-02-28,0,1
3327,2024-02-09,0,1
3328,2024-08-24,0,1
3329,2025-01-20,0,1
3330,2024-10-26,0,0
3331,2025-01-29,0,0
3332,2024-07-25,0,0
3333,2024-12-01,1,0
3334,2025-05-28,0,0
3335,2024-06-26,0,1
3336,2025-01-30,0,1
3337,2025-01-05,0,0
3338,2024-11-13,0,1
3339,2025-01-03,0,0
3340,2025-01-18,0,1
3341,2024-03-02,0,0
3342,2025-05-19,1,0
3343,2024-08-26,0,0
3344,2024-07-13,0,1
3345,2024-08-09,0,1
3346,2024-03-01,1,0
3347,2024-05-08,0,0
3348,2024-06-04,0,1
3349,2025-01-12,0,0
3350,2025-03-12,0,1
3351,2024-07-25,1,1
3352,2025-01-22,0,0
3353,2025-04-24,0,0
3354,2024-12-05,0,0
3355,2024-12-05,0,1
3356,2024-07-22,0,0
3357,2024-06-09,0,1
3358,2025-01-26,0,0
3359,2024-03-10,0,0
3360,2025-02-08,0,1
3361,2025-05-31,1,1
3362,2024-04-29,0,0
3363,2024-08-04,0,1
3364,2024-02-25,0,0
3365,2024-12-31,0,1
3366,2025-05-18,1,1
3367,2025-03-30,0,1
3368,2024-04-13,0,0
3369,2024-03-17,0,1
3370,2024-08-17,0,0
3371,2024-09-14,0,0
3372,2024-09-20,0,0
3373,2024-11-26,0,0
3374,2024-06-30,1,0
3375,2024-01-27,0,1
3376,2024-10-02,0,0
3377,2024-10-25,0,0
3378,2024-03-31,0,0
3379,2025-04-24,0,1
3380,2025-04-02,0,1
3381,2025-03-26,0,0
3382,2024-12-30,0,0
3383,2024-12-16,0,1
3384,2025-02-03,0,1
3385,2024-09-09,0,0
3386,2025-04-03,0,0
3387,2025-05-13,0,0
3388,2025-05-22,0,0
3389,2024-10-30,1,0
3390,2025-05-15,1,1
3391,2024-06-14,1,1
3392,2025-02-18,1,0
3393,2025-04-06,0,1
3394,2024-04-23,0,1
3395,2025-03-08,0,1
3396,2024-12-21,0,1
3397,2024-07-25,0,0
3398,2024-08-22,0,1
3399,2025-03-17,0,0
3400,2024-12-20,0,0
3401,2025-05-29,0,0
3402,2024-07-26,0,1
3403,2024-05-04,0,1
3404,2024-05-17,0,0
3405,2024-12-04,0,1
3406,2024-03-08,1,0
3407,2025-01-17,0,0
3408,2024-01-19,0,0
3409,2025-03-25,0,0
3410,2024-03-14,0,0
3411,2024-10-02,0,1
3412,2024-02-17,0,0
3413,2024-07-29,0,1
3414,2024-07-09,0,0
3415,2024-11-10,0,0
3416,2024-04-22,0,0
3417,2024-06-18,0,0
3418,2025-04-12,0,1
3419,2024-01-14,0,1
3420,2024-10-14,0,1
3421,2024-07-07,1,1
3422,2024-06-03,0,0
3423,2025-04-15,0,1
3424,2024-03-15,0,0
3425,2024-10-03,0,1
3426,2024-12-08,0,0
3427,2025-02-28,0,0
3428,2025-05-25,1,0
3429,2024-06-30,1,0
3430,2025-04-02,0,1
3431,2024-03-04,1,0
3432,2024-09-16,0,0
3433,2024-07-11,0,0
3434,2025-02-09,0,0
3435,2024-04-02,1,0
3436,2025-03-05,0,1
3437,2025-03-09,0,0
3438,2025-02-07,0,0
3439,2025-03-09,0,0
3440,2024-04-21,0,1
3441,2025-01-09,1,1
3442,2024-02-28,1,0
3443,2024-02-12,0,1
3444,2024-07-25,0,1
3445,2024-10-22,0,1
3446,2024-04-27,0,1
3447,2024-08-09,0,0
3448,2024-06-14,0,1
3449,2024-06-04,0,0
3450,2024-07-02,0,1
3451,2024-03-30,0,0
3452,2024-04-03,1,0
3453,2024-01-13,0,0
3454,2025-03-13,0,0
3455,2024-05-29,0,0
3456,2024-01-08,0,0
3457,2024-01-29,0,1
3458,2024-10-22,0,0
3459,2024-12-05,1,1
3460,2025-03-14,0,1
3461,2024-05-23,0,0
3462,2024-02-14,0,0
3463,2024-08-26,0,1
3464,2024-06-03,1,0
3465,2024-06-29,0,1
3466,2024-08-02,0,1
3467,2024-03-28,0,0
3468,2024-09-12,0,1
3469,2025-05-25,1,1
3470,2024-03-13,0,0
3471,2024-06-27,0,0
3472,2024-07-30,0,1
3473,2024-08-21,1,0
3474,2025-04-09,0,1
3475,2024-08-10,1,0
3476,2024-09-20,0,0
3477,2024-07-25,0,0
3478,2024-12-31,1,1
3479,2024-10-02,0,1
3480,2025-01-14,0,1
3481,2024-11-04,0,0
3482,2024-09-24,0,0
3483,2024-03-04,1,0
3484,2024-12-15,0,1
3485,2025-05-08,1,0
3486,2024-04-07,0,1
3487,2024-03-11,1,0
3488,2024-12-29,0,1
3489,2024-10-02,1,0
3490,2024-02-19,1,0
3491,2024-12-23,0,1
3492,2025-04-29,0,0
3493,2024-03-24,0,1
3494,2024-10-22,1,1
3495,2024-08-23,1,0
3496,2024-02-25,1,0
3497,2024-12-25,0,1
3498,2024-04-19,1,0
3499,2024-07-10,0,0
3500,2024-04-02,0,0
3501,2024-02-29,0,0
3502,2024-02-08,0,0
3503,2024-02-18,1,1
3504,2025-02-23,0,0
3505,2024-01-13,0,0
3506,2024-02-05,0,0
3507,2024-04-10,0,0
3508,2024-03-26,0,0
3509,2025-05-30,1,1
3510,2024-08-10,0,0
3511,2024-12-03,0,1
3512,2024-06-14,0,1
3513,2025-01-17,0,0
3514,2025-01-10,0,0
3515,2025-04-15,0,0
3516,2024-01-31,0,0
3517,2025-01-09,0,1
3518,2024-01-11,1,1
3519,2024-10-28,0,1
3520,2024-04-05,0,0
3521,2024-07-08,1,0
3522,2025-03-28,0,0
3523,2024-07-10,0,1
3524,2025-04-30,1,0
3525,2024-09-22,0,1
3526,2025-02-27,0,1
3527,2024-05-07,0,1
3528,2024-08-25,0,0
3529,2024-12-20,0,0
3530,2024-04-21,0,1
3531,2025-03-21,0,1
3532,2024-12-08,1,1
3533,2024-05-24,0,1
3534,2024-03-05,0,0
3535,2024-09-03,0,1
3536,2025-05-04,0,1
3537,2025-03-14,0,0
3538,2024-04-15,0,0
3539,2024-06-29,0,0
3540,2024-07-02,0,1
3541,2024-08-13,0,0
3542,2024-03-29,0,0
3543,2025-01-05,0,0
3544,2025-02-02,0,0
3545,2024-04-15,0,0
3546,2024-09-27,0,1
3547,2025-05-17,0,0
3548,2024-02-01,0,1
3549,2025-01-27,0,1
3550,2024-02-09,0,0
3551,2024-08-05,0,0
3552,2024-03-22,0,0
3553,2024-07-19,0,0
3554,2025-03-22,0,0
3555,2025-03-03,0,0
3556,2024-02-07,0,0
3557,2024-07-29,0,0
3558,2025-03-19,0,0
3559,2024-11-22,1,0
3560,2024-08-14,0,0
3561,2024-02-17,1,0
3562,2024-01-18,0,1
3563,2025-03-14,1,0
3564,2024-07-05,0,1
3565,2024-12-10,0,0
3566,2024-08-11,1,0
3567,2025-05-02,0,1
3568,2024-08-16,0,0
3569,2025-01-24,0,0
3570,2024-07-06,1,0
3571,2024-09-26,0,1
3572,2024-11-05,0,0
3573,2024-05-11,0,1
3574,2024-03-12,1,1
3575,2024-07-05,0,0
3576,2025-04-30,0,0
3577,2024-07-09,0,0
3578,2025-02-25,0,1
3579,2024-04-29,0,0
3580,2024-08-07,0,1
3581,2024-02-22,0,0
3582,2025-03-26,0,1
3583,2025-02-15,0,0
3584,2024-08-24,0,0
3585,2025-02-09,1,0
3586,2025-02-25,0,1
3587,2024-09-03,0,0
3588,2024-03-12,0,0
3589,2024-07-03,0,0
